"areasymbol","cokey","claytotal_r","sandtotal_r","silttotal_r","hzdept_r","om_r","kffact","kwfact"
"CA708",27089292,23,39.5,37.5,56,0.5,0.37,0.37
"CA708",27089292,NA,NA,NA,109,NA,NA,NA
"CA708",27089293,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089293,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089293,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089293,NA,NA,NA,152,NA,NA,NA
"CA708",27089294,15,35,50,0,55,NA,NA
"CA708",27089294,10,67,23,2,7,0.17,0.1
"CA708",27089294,11,66,23,9,3,0.24,0.1
"CA708",27089294,12,68,20,28,1,0.24,0.05
"CA708",27089294,11,66,23,47,0.8,0.28,0.05
"CA708",27089294,7,69,24,73,0.5,0.28,0.02
"CA708",27089294,8,68,24,149,0.4,0.28,0.1
"CA708",27089295,17,68,15,0,8,0.15,0.1
"CA708",27089295,18,67,15,18,5,0.1,0.05
"CA708",27089295,17,64,19,36,3,0.2,0.15
"CA708",27089295,8,69.3,22.7,50,0.8,0.24,0.05
"CA708",27089295,10,67.8,22.2,66,0.6,0.15,0.02
"CA708",27089296,15,35,50,0,55,NA,NA
"CA708",27089296,13,67,20,5,6,0.17,0.1
"CA708",27089296,19,66,15,15,5,0.2,0.15
"CA708",27089296,23,40,37,32,3.5,0.32,0.2
"CA708",27089296,22,41,37,53,1.3,0.37,0.37
"CA708",27089296,21,41.6,37.4,74,1,0.37,0.37
"CA708",27089296,18,67,15,104,0.7,0.2,0.2
"CA708",27089296,14,67,19,129,0.3,0.24,0.24
"CA708",27089296,NA,NA,NA,156,NA,NA,NA
"CA708",27089297,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089297,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089297,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089297,NA,NA,NA,152,NA,NA,NA
"CA708",27089298,16,43.8,40.2,0,2.5,0.24,0.15
"CA708",27089298,21,41.6,37.4,28,0.75,0.37,0.1
"CA708",27089298,NA,NA,NA,123,NA,NA,NA
"CA708",27089299,15,65.9,19.1,0,2.5,0.15,0.15
"CA708",27089299,15,44.3,40.7,13,0.75,0.37,0.37
"CA708",27089299,23,39.5,37.5,56,0.5,0.37,0.37
"CA708",27089299,NA,NA,NA,109,NA,NA,NA
"CA708",27089300,25,15,60,0,26.5,NA,NA
"CA708",27089300,15,30,55,25,11,0.37,0.37
"CA708",27089300,15,30,55,32,2,0.43,0.43
"CA708",27089300,15,30,55,66,0.5,0.49,0.49
"CA708",27089300,25,38,37,78,0.5,0.32,0.32
"CA708",27089300,21,41.6,37.4,125,0.2,0.37,0.37
"CA708",27089300,18,27,55,158,0.2,0.49,0.49
"CA708",27089301,25,15,60,0,26.5,NA,NA
"CA708",27089301,25,15,60,36,26.5,NA,NA
"CA708",27089301,23,22,55,62,12,0.37,0.37
"CA708",27089301,38,18,44,74,3,0.28,0.28
"CA708",27089301,40,8,52,142,2,0.32,0.32
"CA708",27089301,18,27,55,153,0.2,0.49,0.49
"CA708",27089302,20,42,38,0,9,0.2,0.2
"CA708",27089302,22,41,37,7,7,0.24,0.24
"CA708",27089302,25,38,37,20,2,0.32,0.32
"CA708",27089302,24,39,37,48,0.8,0.32,0.32
"CA708",27089302,24,58,18,72,0.5,0.15,0.02
"CA708",27089303,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089303,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089303,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089303,NA,NA,NA,152,NA,NA,NA
"CA708",27089304,15,68.8,16.2,0,2.5,0.17,0.1
"CA708",27089304,15,44.3,40.7,23,0.75,0.43,0.15
"CA708",27089304,NA,NA,NA,97,NA,NA,NA
"CA708",27089305,25,15,60,0,26.5,NA,NA
"CA708",27089305,15,30,55,25,11,0.37,0.37
"CA708",27089305,15,30,55,32,2,0.43,0.43
"CA708",27089305,15,30,55,66,0.5,0.49,0.49
"CA708",27089305,25,38,37,78,0.5,0.32,0.32
"CA708",27089305,21,41.6,37.4,125,0.2,0.37,0.37
"CA708",27089305,18,27,55,158,0.2,0.49,0.49
"CA708",27089306,15,35,50,0,55,NA,NA
"CA708",27089306,16,44,40,5,4,0.28,0.28
"CA708",27089306,20,42,38,13,3.5,0.28,0.28
"CA708",27089306,24,39,37,34,1.5,0.32,0.32
"CA708",27089306,26,38,36,64,0.44,0.37,0.37
"CA708",27089306,28,34,38,94,0.24,0.37,0.37
"CA708",27089307,15,44,41,0,15,0.24,0.24
"CA708",27089307,23,22,55,10,8,0.37,0.37
"CA708",27089307,28,18,54,17,5,0.37,0.37
"CA708",27089307,26,20,54,30,2,0.37,0.24
"CA708",27089307,26,19,55,61,1,0.43,0.43
"CA708",27089307,23,22,55,89,0.8,0.43,0.28
"CA708",27089307,20,27,53,103,0.5,0.43,0.43
"CA708",27089308,12,68,20,0,4,0.1,0.05
"CA708",27089308,14,67,19,7,2,0.15,0.05
"CA708",27089308,15,65.9,19.1,21,1.5,0.24,0.1
"CA708",27089308,16,65,19,44,0.8,0.24,0.1
"CA708",27089308,14,67,19,70,0.5,0.15,0.05
"CA708",27089308,10,67,23,107,0.3,0.17,0.05
"CA708",27089309,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089309,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089309,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089309,NA,NA,NA,152,NA,NA,NA
"CA708",27089310,15,68.8,16.2,0,2.5,0.17,0.1
"CA708",27089310,15,44.3,40.7,23,0.75,0.43,0.15
"CA708",27089310,NA,NA,NA,97,NA,NA,NA
"CA708",27089311,15,44.3,40.7,0,2.5,0.28,0.28
"CA708",27089311,17,43.3,39.7,28,0.75,0.37,0.24
"CA708",27089311,28,34.4,37.6,56,0.5,0.32,0.17
"CA708",27089311,NA,NA,NA,117,NA,NA,NA
"CA708",27089312,20,42,38,0,9,0.2,0.2
"CA708",27089312,22,41,37,7,7,0.24,0.24
"CA708",27089312,25,38,37,20,2,0.32,0.32
"CA708",27089312,24,39,37,48,0.8,0.32,0.32
"CA708",27089312,24,58,18,72,0.5,0.15,0.02
"CA708",27089313,17,68,15,0,8,0.15,0.1
"CA708",27089313,18,67,15,18,5,0.1,0.05
"CA708",27089313,17,64,19,36,3,0.2,0.15
"CA708",27089313,8,69.3,22.7,50,0.8,0.24,0.05
"CA708",27089313,10,67.8,22.2,66,0.6,0.15,0.02
"CA708",27089314,8,68,24,0,3,0.17,0.1
"CA708",27089314,11,66,23,7,2,0.17,0.1
"CA708",27089314,14,67,19,14,1,0.24,0.17
"CA708",27089314,10,67,23,38,0.8,0.28,0.28
"CA708",27089314,3,67,30,53,0.5,0.2,0.1
"CA708",27089314,5,66,29,67,0.3,0.24,0.24
"CA708",27089314,7,69,24,73,0.2,0.24,0.15
"CA708",27089314,4,66,30,80,0.2,0.28,0.02
"CA708",27089314,NA,NA,NA,117,NA,NA,NA
"CA708",27089315,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089315,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089315,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089315,NA,NA,NA,152,NA,NA,NA
"CA708",27089316,15,68.8,16.2,0,2.5,0.17,0.1
"CA708",27089316,15,44.3,40.7,23,0.75,0.43,0.15
"CA708",27089316,NA,NA,NA,97,NA,NA,NA
"CA708",27089317,15,44.3,40.7,0,2.5,0.28,0.28
"CA708",27089317,17,43.3,39.7,28,0.75,0.37,0.24
"CA708",27089317,28,34.4,37.6,56,0.5,0.32,0.17
"CA708",27089317,NA,NA,NA,117,NA,NA,NA
"CA708",27089318,17.5,43,39.5,0,2.5,0.37,0.17
"CA708",27089318,22.5,39.8,37.7,17,2,0.37,0.37
"CA708",27089318,31,35.4,33.6,40,2,0.28,0.15
"CA708",27089318,NA,NA,NA,137,NA,NA,NA
"CA708",27089319,14,66.8,19.2,0,2,0.2,0.1
"CA708",27089319,23.5,39.2,37.3,10,1.5,0.32,0.1
"CA708",27089319,NA,NA,NA,91,NA,NA,NA
"CA708",27089320,12.5,67.9,19.6,0,3,0.2,0.1
"CA708",27089320,22.5,39.8,37.7,36,1.5,0.43,0.15
"CA708",27089320,NA,NA,NA,61,NA,NA,NA
"CA708",27089322,14,66.8,19.2,0,2,0.2,0.1
"CA708",27089322,23.5,39.2,37.3,10,1.5,0.32,0.1
"CA708",27089322,NA,NA,NA,91,NA,NA,NA
"CA708",27089323,12.5,67.9,19.6,0,1.5,0.17,0.17
"CA708",27089323,21,64.3,14.7,25,0.75,0.24,0.24
"CA708",27089323,14,84.1,1.9,53,0.25,0.2,0.2
"CA708",27089323,14,84.1,1.9,76,0.25,0.2,0.2
"CA708",27089324,15,65.9,19.1,0,2.5,0.1,0.02
"CA708",27089324,31,54.6,14.4,51,0.5,0.17,0.02
"CA708",27089324,NA,NA,NA,112,NA,NA,NA
"CA708",27089325,8,68.5,23.5,0,2.5,0.15,0.05
"CA708",27089325,8,68.5,23.5,30,0.75,0.28,0.05
"CA708",27089325,NA,NA,NA,84,NA,NA,NA
"CA708",27089326,NA,NA,NA,0,NA,NA,NA
"CA708",27089327,12.5,67.9,19.6,0,3,0.15,0.05
"CA708",27089327,12.5,67.9,19.6,8,3,0.2,0.02
"CA708",27089327,22.5,33.3,44.2,46,1.5,0.43,0.15
"CA708",27089327,22.5,33.3,44.2,89,0.75,0.55,0.17
"CA708",27089327,NA,NA,NA,112,NA,NA,NA
"CA708",27089328,18,66.8,15.2,0,5,0.15,0.05
"CA708",27089328,18,66.8,15.2,13,2.5,0.15,0.05
"CA708",27089328,18,66.8,15.2,43,2.5,0.15,0.05
"CA708",27089328,NA,NA,NA,102,NA,NA,NA
"CA708",27089329,22.5,39.8,37.7,0,2,0.32,0.32
"CA708",27089329,22.5,63.1,14.4,86,1.5,0.17,0.17
"CA708",27089329,17.5,63.4,10,127,1.5,0.05,0.02
"CA708",27089330,15,65.9,19.1,0,3,0.17,0.1
"CA708",27089330,15,65.9,19.1,8,3,0.24,0.1
"CA708",27089330,26,38,36,20,1.5,0.32,0.2
"CA708",27089330,31,35.4,33.6,38,0.75,0.32,0.15
"CA708",27089330,31,35.4,33.6,86,0.75,0.37,0.17
"CA708",27089330,NA,NA,NA,117,NA,NA,NA
"CA708",27089331,10,66.6,23.4,0,5,0.2,0.1
"CA708",27089331,11.5,65.3,23.2,13,2.5,0.24,0.05
"CA708",27089331,NA,NA,NA,69,NA,NA,NA
"CA708",27089333,18,65,29,0,5,0.24,0.1
"CA708",27089333,18,65,29,13,2.5,0.28,0.1
"CA708",27089333,18,65,29,43,2.5,0.28,0.1
"CA708",27089333,NA,NA,NA,102,NA,NA,NA
"CA708",27089334,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089334,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089334,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089334,NA,NA,NA,152,NA,NA,NA
"CA708",27089335,15,65.9,19.1,0,2.5,0.15,0.15
"CA708",27089335,15,44.3,40.7,13,0.75,0.37,0.37
"CA708",27089335,23,39.5,37.5,56,0.5,0.37,0.37
"CA708",27089335,NA,NA,NA,109,NA,NA,NA
"CA708",27089337,15,65.9,19.1,0,3,0.17,0.1
"CA708",27089337,15,65.9,19.1,8,3,0.24,0.1
"CA708",27089337,26,38,36,20,1.5,0.32,0.2
"CA708",27089337,31,35.4,33.6,38,0.75,0.32,0.15
"CA708",27089337,31,35.4,33.6,86,0.75,0.37,0.17
"CA708",27089337,NA,NA,NA,117,NA,NA,NA
"CA708",27089338,12.5,45.7,41.8,0,3,0.37,0.15
"CA708",27089338,23,39.5,37.5,23,1.5,0.43,0.17
"CA708",27089338,NA,NA,NA,61,NA,NA,NA
"CA708",27089339,12.5,45.7,41.8,0,3,0.37,0.15
"CA708",27089339,23,39.5,37.5,23,1.5,0.43,0.17
"CA708",27089339,NA,NA,NA,58,NA,NA,NA
"CA708",27089340,8.5,68,23.5,0,3,0.17,0.05
"CA708",27089340,11.5,65.3,23.2,15,0.75,0.2,0.05
"CA708",27089340,11.5,65.3,23.2,35,0.75,0.37,0.1
"CA708",27089340,NA,NA,NA,71,NA,NA,NA
"CA708",27089341,12.5,67.9,19.6,0,3,0.2,0.1
"CA708",27089341,22.5,39.8,37.7,30,1.5,0.32,0.1
"CA708",27089341,NA,NA,NA,86,NA,NA,NA
"CA708",27089342,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089342,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089342,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089342,NA,NA,NA,152,NA,NA,NA
"CA708",27089343,15,65.9,19.1,0,2.5,0.15,0.15
"CA708",27089343,15,44.3,40.7,13,0.75,0.37,0.37
"CA708",27089343,23,39.5,37.5,56,0.5,0.37,0.37
"CA708",27089343,NA,NA,NA,109,NA,NA,NA
"CA708",27089344,7.5,68.8,23.7,0,2,0.28,0.15
"CA708",27089344,15,44.3,40.7,18,2,0.37,0.17
"CA708",27089344,2,96.5,1.5,96,2,0.1,0.05
"CA708",27089345,5,84,11,0,2,0.1,0.1
"CA708",27089345,12.5,45.7,41.8,28,2,0.32,0.32
"CA708",27089346,7,70.8,22.2,0,1.25,0.24,0.15
"CA708",27089346,7,70.8,22.2,20,0.75,0.28,0.1
"CA708",27089346,7,70.8,22.2,99,0.5,0.32,0.15
"CA708",27089346,NA,NA,NA,152,NA,NA,NA
"CA708",27089347,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089347,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089347,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089347,NA,NA,NA,152,NA,NA,NA
"CA708",27089351,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089351,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089351,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089351,NA,NA,NA,152,NA,NA,NA
"CA708",27089352,7,70.8,22.2,0,1.25,0.24,0.15
"CA708",27089352,7,70.8,22.2,20,0.75,0.28,0.1
"CA708",27089352,7,70.8,22.2,99,0.5,0.32,0.15
"CA708",27089352,NA,NA,NA,152,NA,NA,NA
"CA708",27089353,15,35,50,0,75,NA,NA
"CA708",27089353,10,67,23,5,9,0.15,0.05
"CA708",27089353,11,66,23,9,7,0.15,0.05
"CA708",27089353,12,68,20,21,3,0.1,0.02
"CA708",27089353,14,67,19,34,2,0.15,0.02
"CA708",27089353,15,65.9,19.1,60,1.5,0.15,0.02
"CA708",27089353,17,64,19,100,0.8,0.15,0.02
"CA708",27089353,NA,NA,NA,127,NA,NA,NA
"CA708",27089354,15,35,50,0,55,NA,NA
"CA708",27089354,15,35,50,3,55,NA,NA
"CA708",27089354,8,68,24,8,9,0.1,0.02
"CA708",27089354,10,67,23,18,7,0.1,0.02
"CA708",27089354,13,67,20,60,2,0.15,0.05
"CA708",27089354,NA,NA,NA,105,NA,NA,NA
"CA708",27089355,15,35,50,0,55,NA,NA
"CA708",27089355,10,67,23,3,5,0.15,0.15
"CA708",27089355,10,67,23,13,3,0.15,0.1
"CA708",27089355,10,67,23,37,2,0.17,0.05
"CA708",27089355,12,68,20,60,1.5,0.15,0.05
"CA708",27089355,16,65,19,97,1,0.24,0.1
"CA708",27089355,17,64,19,124,0.8,0.24,0.15
"CA708",27089357,15,35,50,0,55,NA,NA
"CA708",27089357,12,68,20,4,4,0.1,0.05
"CA708",27089357,14,67,19,9,3.7,0.1,0.05
"CA708",27089357,17,64,19,20,1.8,0.2,0.05
"CA708",27089357,21,41.6,37.4,42,0.97,0.32,0.1
"CA708",27089357,19,66,15,65,0.5,0.2,0.05
"CA708",27089357,17,64,19,108,0.5,0.24,0.1
"CA708",27089357,15,65.9,19.1,141,0.47,0.24,0.24
"CA708",27089358,15,65.9,19.1,0,2.5,0.1,0.02
"CA708",27089358,31,54.6,14.4,51,0.5,0.17,0.02
"CA708",27089358,NA,NA,NA,112,NA,NA,NA
"CA708",27089359,7,69.1,23.9,0,1.25,0.2,0.1
"CA708",27089359,7,69.1,23.9,20,0.75,0.24,0.1
"CA708",27089359,7,70.8,22.2,99,0.5,0.32,0.1
"CA708",27089359,NA,NA,NA,152,NA,NA,NA
"CA708",27089360,15,35,50,0,55,NA,NA
"CA708",27089360,15,65.9,19.1,3,7,0.1,0.05
"CA708",27089360,19,66,15,7,3,0.17,0.05
"CA708",27089360,21,41.6,37.4,15,1,0.37,0.05
"CA708",27089360,20,42,38,27,0.8,0.37,0.02
"CA708",27089360,NA,NA,NA,88,NA,NA,NA
"CA708",27089361,15,35,50,0,55,NA,NA
"CA708",27089361,10,67,23,4,10,0.15,0.1
"CA708",27089361,12,68,20,11,3,0.15,0.1
"CA708",27089361,14,67,19,17,1.4,0.17,0.05
"CA708",27089361,16,65,19,27,1,0.24,0.05
"CA708",27089361,20,42,38,47,0.9,0.32,0.15
"CA708",27089361,18,43.2,38.8,72,0.8,0.37,0.2
"CA708",27089361,16,44,40,107,0.5,0.43,0.1
"CA708",27089361,NA,NA,NA,145,NA,NA,NA
"CA708",27089362,15,35,50,0,55,NA,NA
"CA708",27089362,12,68,20,4,4,0.1,0.05
"CA708",27089362,14,67,19,9,3.7,0.1,0.05
"CA708",27089362,17,64,19,20,1.8,0.2,0.05
"CA708",27089362,21,41.6,37.4,42,0.97,0.32,0.1
"CA708",27089362,19,66,15,65,0.5,0.2,0.05
"CA708",27089362,17,64,19,108,0.5,0.24,0.1
"CA708",27089362,15,65.9,19.1,141,0.47,0.24,0.24
"CA708",27089363,15,35,50,0,55,NA,NA
"CA708",27089363,16,65,19,3,7,0.1,0.05
"CA708",27089363,18,67,15,10,3,0.17,0.1
"CA708",27089363,22,41,37,19,1,0.32,0.1
"CA708",27089363,20,42,38,46,0.8,0.37,0.05
"CA708",27089363,20,45,35,88,0.5,0.37,0.02
"CA708",27089363,NA,NA,NA,146,NA,NA,NA
"CA708",27089364,15,35,50,0,55,NA,NA
"CA708",27089364,14,67,19,5,7,0.2,0.05
"CA708",27089364,17,64,19,16,3,0.2,0.02
"CA708",27089364,20,42,38,28,1,0.37,0.05
"CA708",27089364,21,61,18,53,0.8,0.24,0.05
"CA708",27089364,19,66,15,72,0.5,0.2,0.05
"CA708",27089364,18,67,15,107,0.4,0.2,0.02
"CA708",27089364,16,65,19,133,0.3,0.24,0.02
"CA708",27089365,15,66.3,18.7,0,2.5,0.1,0.05
"CA708",27089365,20,42.1,37.9,64,0.5,0.37,0.1
"CA708",27089365,NA,NA,NA,147,NA,NA,NA
"CA708",27089366,7,69.1,23.9,0,1.25,0.2,0.1
"CA708",27089366,7,69.1,23.9,56,0.75,0.28,0.05
"CA708",27089366,7,69.1,23.9,109,0.5,0.28,0.05
"CA708",27089366,NA,NA,NA,127,NA,NA,NA
"CA708",27089367,15,35,50,0,55,NA,NA
"CA708",27089367,15,65.9,19.1,3,7,0.1,0.05
"CA708",27089367,19,66,15,7,3,0.17,0.05
"CA708",27089367,21,41.6,37.4,15,1,0.37,0.05
"CA708",27089367,20,42,38,27,0.8,0.37,0.02
"CA708",27089367,NA,NA,NA,88,NA,NA,NA
"CA708",27089368,15,35,50,0,55,NA,NA
"CA708",27089368,16,65,19,3,7,0.1,0.05
"CA708",27089368,18,67,15,10,3,0.17,0.1
"CA708",27089368,22,41,37,19,1,0.32,0.1
"CA708",27089368,20,42,38,46,0.8,0.37,0.05
"CA708",27089368,20,45,35,88,0.5,0.37,0.02
"CA708",27089368,NA,NA,NA,146,NA,NA,NA
"CA708",27089369,15,35,50,0,55,NA,NA
"CA708",27089369,14,67,19,5,7,0.2,0.05
"CA708",27089369,17,64,19,16,3,0.2,0.02
"CA708",27089369,20,42,38,28,1,0.37,0.05
"CA708",27089369,21,61,18,53,0.8,0.24,0.05
"CA708",27089369,19,66,15,72,0.5,0.2,0.05
"CA708",27089369,18,67,15,107,0.4,0.2,0.02
"CA708",27089369,16,65,19,133,0.3,0.24,0.02
"CA708",27089370,15,66.3,18.7,0,2.5,0.1,0.05
"CA708",27089370,20,42.1,37.9,64,0.5,0.37,0.1
"CA708",27089370,NA,NA,NA,147,NA,NA,NA
"CA708",27089371,7,69.1,23.9,0,1.25,0.2,0.1
"CA708",27089371,7,69.1,23.9,56,0.75,0.28,0.05
"CA708",27089371,7,69.1,23.9,109,0.5,0.28,0.05
"CA708",27089371,NA,NA,NA,127,NA,NA,NA
"CA708",27089372,15,35,50,0,55,NA,NA
"CA708",27089372,15,65.9,19.1,3,7,0.1,0.05
"CA708",27089372,19,66,15,7,3,0.17,0.05
"CA708",27089372,21,41.6,37.4,15,1,0.37,0.05
"CA708",27089372,20,42,38,27,0.8,0.37,0.02
"CA708",27089372,NA,NA,NA,88,NA,NA,NA
"CA708",27089373,15,35,50,0,55,NA,NA
"CA708",27089373,16,65,19,3,7,0.1,0.05
"CA708",27089373,18,67,15,10,3,0.17,0.1
"CA708",27089373,22,41,37,19,1,0.32,0.1
"CA708",27089373,20,42,38,46,0.8,0.37,0.05
"CA708",27089373,20,45,35,88,0.5,0.37,0.02
"CA708",27089373,NA,NA,NA,146,NA,NA,NA
"CA708",27089374,15,35,50,0,55,NA,NA
"CA708",27089374,14,67,19,5,7,0.2,0.05
"CA708",27089374,17,64,19,16,3,0.2,0.02
"CA708",27089374,20,42,38,28,1,0.37,0.05
"CA708",27089374,21,61,18,53,0.8,0.24,0.05
"CA708",27089374,19,66,15,72,0.5,0.2,0.05
"CA708",27089374,18,67,15,107,0.4,0.2,0.02
"CA708",27089374,16,65,19,133,0.3,0.24,0.02
"CA708",27089375,16,43.8,40.2,0,2.5,0.24,0.1
"CA708",27089375,25,38.5,36.5,28,0.75,0.32,0.05
"CA708",27089375,NA,NA,NA,66,NA,NA,NA
"CA708",27089376,15,65.9,19.1,0,1.5,0.24,0.24
"CA708",27089376,33,53,14,18,0.75,0.24,0.17
"CA708",27089376,45,26.1,28.9,23,0.5,0.28,0.2
"CA708",27089376,NA,NA,NA,28,NA,NA,NA
"CA708",27089377,20,42.1,37.9,0,1.5,0.37,0.37
"CA708",27089377,43,27.1,29.9,33,0.5,0.28,0.28
"CA708",27089377,NA,NA,NA,64,NA,NA,NA
"CA708",27089378,16,43.8,40.2,0,2.5,0.24,0.15
"CA708",27089378,21,41.6,37.4,28,0.75,0.37,0.1
"CA708",27089378,NA,NA,NA,123,NA,NA,NA
"CA708",27089379,15,44.3,40.7,0,2.5,0.28,0.28
"CA708",27089379,17,43.3,39.7,28,0.75,0.37,0.24
"CA708",27089379,28,34.4,37.6,56,0.5,0.32,0.17
"CA708",27089379,NA,NA,NA,117,NA,NA,NA
"CA708",27089380,16,43.8,40.2,0,2.5,0.24,0.1
"CA708",27089380,21,60.6,18.4,25,0.75,0.24,0.1
"CA708",27089380,NA,NA,NA,91,NA,NA,NA
"CA708",27089381,16,43.8,40.2,0,2.5,0.24,0.15
"CA708",27089381,21,41.6,37.4,28,0.75,0.37,0.1
"CA708",27089381,NA,NA,NA,123,NA,NA,NA
"CA708",27089382,16,43.8,40.2,0,2.5,0.24,0.1
"CA708",27089382,25,38.5,36.5,28,0.75,0.32,0.05
"CA708",27089382,NA,NA,NA,66,NA,NA,NA
"CA708",27089383,16,43.8,40.2,0,2.5,0.24,0.15
"CA708",27089383,21,41.6,37.4,28,0.75,0.37,0.1
"CA708",27089383,NA,NA,NA,123,NA,NA,NA
"CA708",27089384,16,43.8,40.2,0,2.5,0.24,0.1
"CA708",27089384,25,38.5,36.5,28,0.75,0.32,0.05
"CA708",27089384,NA,NA,NA,66,NA,NA,NA
"CA708",27089385,12,68.3,19.7,0,1.5,0.24,0.15
"CA708",27089385,23,59.1,17.9,10,0.75,0.24,0.1
"CA708",27089385,NA,NA,NA,43,NA,NA,NA
"CA708",27089386,16,43.8,40.2,0,2.5,0.24,0.1
"CA708",27089386,21,60.6,18.4,25,0.75,0.24,0.1
"CA708",27089386,NA,NA,NA,91,NA,NA,NA
"CA708",27089387,15,65.9,19.1,0,2.5,0.15,0.1
"CA708",27089387,17,43.3,39.7,18,0.75,0.37,0.1
"CA708",27089387,31,35.4,33.6,33,0.5,0.28,0.1
"CA708",27089387,NA,NA,NA,152,NA,NA,NA
"CA708",27089388,16,43.8,40.2,0,2.5,0.24,0.15
"CA708",27089388,25,38.5,36.5,28,0.75,0.32,0.05
"CA708",27089388,NA,NA,NA,66,NA,NA,NA
"CA708",27089389,15,68.8,16.2,0,2.5,0.17,0.1
"CA708",27089389,15,44.3,40.7,23,0.75,0.43,0.15
"CA708",27089389,NA,NA,NA,97,NA,NA,NA
"CA708",27089390,16,43.8,40.2,0,2.5,0.24,0.15
"CA708",27089390,21,41.6,37.4,28,0.75,0.37,0.1
"CA708",27089390,NA,NA,NA,123,NA,NA,NA
"CA708",27089391,15,44.3,40.7,0,2.5,0.28,0.28
"CA708",27089391,17,43.3,39.7,28,0.75,0.37,0.24
"CA708",27089391,28,34.4,37.6,56,0.5,0.32,0.17
"CA708",27089391,NA,NA,NA,117,NA,NA,NA
"CA708",27089392,16,43.8,40.2,0,2.5,0.24,0.15
"CA708",27089392,21,41.6,37.4,28,0.75,0.37,0.1
"CA708",27089392,NA,NA,NA,123,NA,NA,NA
"CA708",27089393,15,44.3,40.7,0,2.5,0.28,0.28
"CA708",27089393,17,43.3,39.7,28,0.75,0.37,0.24
"CA708",27089393,28,34.4,37.6,56,0.5,0.32,0.17
"CA708",27089393,NA,NA,NA,117,NA,NA,NA
