"areasymbol","areaname","mukey","musym","muname","cokey","compname","comppct_r","chkey","hzname","hzdept_r","hzdepb_r","claytotal_r","sandtotal_r","sandvf_r","silttotal_r","om_r","dbthirdbar_r","kffact","kwfact","hydgrp","slope_r"
"CA713","Plumas National Forest Area, California",471307,"298","Wapi family, 50 to 85 percent slope.",27071467,"Wapi family",85,80837994,"H1",0,8,3,80.2,15.4,16.8,2,1.3,".24",".10","D",68
"CA713","Plumas National Forest Area, California",471308,"299","Wapi-Chaix families complex, 10 to 50 percent slopes.",27071471,"Chaix family",35,80837997,"H1",0,20,10,66.9,11.8,23.1,4,1.3,".20",".20","A",30
"CA713","Plumas National Forest Area, California",471308,"299","Wapi-Chaix families complex, 10 to 50 percent slopes.",27071472,"Wapi family",50,80838000,"H1",0,8,3,80.2,15.4,16.8,2,1.3,".24",".10","D",30
"CA713","Plumas National Forest Area, California",471309,"300","Wapi-Chaix families complex, 50 to 85 percent slopes.",27071475,"Wapi family",50,80838003,"H1",0,8,3,80.2,15.4,16.8,2,1.3,".24",".10","D",68
"CA713","Plumas National Forest Area, California",471309,"300","Wapi-Chaix families complex, 50 to 85 percent slopes.",27071476,"Chaix family",35,80838006,"H1",0,20,10,66.9,11.8,23.1,4,1.3,".20",".20","A",68
"CA713","Plumas National Forest Area, California",471310,"301","Wapi-Chaix families-Rock outcrop complex, 30 to 85 percent slopes.",27071480,"Wapi family",30,80838012,"H1",0,8,3,80.2,15.4,16.8,2,1.3,".24",".10","D",58
"CA713","Plumas National Forest Area, California",471310,"301","Wapi-Chaix families-Rock outcrop complex, 30 to 85 percent slopes.",27071481,"Chaix family",29,80838015,"H1",0,20,10,66.9,11.8,23.1,4,1.3,".20",".20","A",58
"CA713","Plumas National Forest Area, California",471311,"302","Wapi family-Rock outcrop complex, 50 to 85 percent slopes.",27071484,"Wapi family",55,80838020,"H1",0,8,3,80.2,15.4,16.8,2,1.3,".24",".10","D",68
"CA713","Plumas National Forest Area, California",471312,"303","Waterman family, 70 to 100 percent slopes.",27071487,"Waterman family",85,80838023,"H1",0,15,5,84,7.5,11,0.75,1.6,".17",".05","D",85
"CA713","Plumas National Forest Area, California",471313,"304","Wind River-Grove-Waterman families complex, 25 to 70 percent slopes.",27071490,"Waterman family",20,80838025,"H1",0,15,5,84,7.5,11,0.75,1.6,".17",".05","D",48
"CA713","Plumas National Forest Area, California",471313,"304","Wind River-Grove-Waterman families complex, 25 to 70 percent slopes.",27071491,"Grove family",25,80838029,"H1",0,20,3,79,9.1,18,1.5,1.6,".20",".10","A",48
"CA713","Plumas National Forest Area, California",471314,"305","Woodseye-Waca families-Rock outcrop complex, 10 to 50 percent slopes.",27071496,"Waca family",20,80838035,"H1",0,15,5,65.6,12.1,29.4,3,0.83,".28",".15","B",30
"CA713","Plumas National Forest Area, California",471315,"306","Woodseye-Waca families-Rock outcrop complex, 50 to 70 percent slopes.",27071501,"Waca family",20,80838046,"H1",0,15,5,65.6,12.1,29.4,3,0.83,".28",".15","B",60
"CA713","Plumas National Forest Area, California",471318,"10","Badenaugh very gravelly loam, 2 to 5 percent slopes.",27071508,"Badenaugh",80,80838052,"H1",0,15,15,44.3,12.5,40.7,2,1.5,".37",".15","C",3
"CA713","Plumas National Forest Area, California",471319,"11","Badenaugh-Bieber complex, 2 to 5 percent slopes.",27071512,"Bieber",30,80838053,"H1",0,8,24,39.1,11.6,36.9,1.5,1.5,".37",".24","D",3
"CA713","Plumas National Forest Area, California",471319,"11","Badenaugh-Bieber complex, 2 to 5 percent slopes.",27071513,"Badenaugh",50,80838059,"H1",0,15,15,44.3,12.5,40.7,2,1.5,".37",".15","C",3
"CA713","Plumas National Forest Area, California",471320,"12","Bieber gravelly loam, 0 to 2 percent slopes",27071516,"Bieber",85,80838063,"H1",0,8,24,39.1,11.6,36.9,1.5,1.5,".37",".24","D",1
"CA713","Plumas National Forest Area, California",471323,"15","Fluvents-Greenhorn Variant complex, 0 to 5 percent slopes.",27071525,"Greenhorn",20,80838070,"H1",0,15,6,77.7,15.2,16.3,1.5,1.6,".20",".20","A",3
"CA713","Plumas National Forest Area, California",471324,"16","Forgay very gravelly sandy loam, 2 to 5 percent slopes.",27071531,"Forgay",80,80838077,"H1",0,13,7,69.1,12.1,23.9,1.5,1.55,".28",".10","A",3
"CA713","Plumas National Forest Area, California",471328,"20","Gansner silt loam, 0 to 1 percent slopes.",27071546,"Gansner",85,80838087,"H1",0,18,24,21.3,8.7,54.7,3,1.5,".43",".43","D",1
"CA713","Plumas National Forest Area, California",471329,"21","Gansner mucky loam, 0 to 1 percent slopes.",27071550,"Gansner",80,80838092,"H1",0,15,20,42.1,12.2,37.9,11,1.5,".28",".28","C/D",1
"CA713","Plumas National Forest Area, California",471339,"31","Massack Variant sandy loam, 0 to 2 percent slopes.",27071588,"Massack",90,80838120,"H1",0,18,10,66.9,11.8,23.1,0.75,1.55,".28",".28","A",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727221,"108","Tuscan-Igo-Anita , 0 to 3 percent slopes",27304892,"Igo",20,81504234,"A",0,3,23,39.5,11.7,37.5,2,1.5,".37",".24","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727221,"108","Tuscan-Igo-Anita , 0 to 3 percent slopes",27304893,"Tuscan",45,81504237,"A",0,4,27,37.4,11.1,35.6,1.8,1.5,".37",".24","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727221,"108","Tuscan-Igo-Anita , 0 to 3 percent slopes",27304897,"Anita",15,81505011,"A1",0,3,48,15,3.5,37,2.24,1.35,".24",".24","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727222,"119","Xerorthents, tailings-Urban land complex, 0 to 2 percent slopes",27304905,"Xerorthents",70,81505025,"A",0,8,16,65.1,10.3,18.9,0.5,1.55,".20",".05","A",2
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727224,"305","Redtough-Redswale-Anita, gravelly duripan, , 0 to 5 percent slopes",27304911,"Anita",20,81504263,"A",0,8,55,17.1,5.3,27.9,2.5,1.3,".24",".15","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727224,"305","Redtough-Redswale-Anita, gravelly duripan, , 0 to 5 percent slopes",27304912,"Redswale",25,81504266,"A",0,3,15,44.3,12.5,40.7,3.5,1.5,".43",".43","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727224,"305","Redtough-Redswale-Anita, gravelly duripan, , 0 to 5 percent slopes",27304913,"Redtough",45,81504270,"A",0,5,18,43.2,12.4,38.8,1.8,1.5,".37",".24","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727232,"318","Thompsonflat-Oroville , 0 to 9 percent slopes",27304930,"Oroville",40,81504980,"A",0,5,18,67.7,16.8,14.3,1,1.55,".28",".17","D",3
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727232,"318","Thompsonflat-Oroville , 0 to 9 percent slopes",27304931,"Thompsonflat",50,81504992,"A",0,8,15,68.8,16.9,16.2,1,1.55,".32",".32","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727233,"317","Thompsonflat loam, 2 to 15 percent slopes",27304938,"Thompsonflat",75,81504260,"A",0,5,12,45,12.6,43,1,1.5,".49",".49","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727236,"331","Thompsonflat loam, 15 to 30 percent slopes",27304952,"Thompsonflat",85,81505009,"A",0,5,12,45,12.6,43,1,1.5,".49",".49","C",20
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727348,"686","Redsluff taxadjunct clay loam, 0 to 2 percent slopes",27304962,"Redsluff taxadjunct",70,81504365,"Ap",0,10,29,34,10.2,37,2.5,1.45,".28",".28","C",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727349,"685","Bosquejo taxadjunct clay, 0 to 2 percent slopes",27304972,"Bosquejo taxadjunct",70,81504246,"A1",0,8,55,17.1,5.3,27.9,2.5,1.35,".20",".20","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727350,"731","Tusccoll-Schott , 50 to 70 percent slopes",27304985,"Schott",35,81504291,"A",5,15,24,39.1,11.6,36.9,8,1.5,".24",".10","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727350,"731","Tusccoll-Schott , 50 to 70 percent slopes",27304986,"Tusccoll",50,81504298,"A",5,15,25,38.5,11.4,36.5,8,1.5,".28",".20","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727351,"730","Tusccoll-Schott , 30 to 50 percent slopes",27304999,"Schott",25,81504275,"A",5,15,24,39.1,11.6,36.9,8,1.5,".24",".10","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727351,"730","Tusccoll-Schott , 30 to 50 percent slopes",27305000,"Tusccoll",60,81504280,"A",5,15,25,38.5,11.4,36.5,8,1.5,".28",".20","C",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727352,"729","Bonneyridge sandy loam, 30 to 50 percent slopes",27305011,"Bonneyridge",85,81504903,"A1",3,8,10,66.9,11.8,23.1,8,1.55,".20",".20","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727353,"728","Bonneyridge sandy loam, 15 to 30 percent slopes",27305022,"Bonneyridge",85,81504891,"A1",3,8,10,66.9,11.8,23.1,8,1.55,".20",".20","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727354,"727","Bonneyridge sandy loam, 1 to 15 percent slopes",27305028,"Bonneyridge",85,81504882,"A1",3,8,10,66.9,11.8,23.1,8,1.55,".20",".20","A",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727355,"950","Lumpkin taxadjunct-Rock outcrop-Powderhouse , 0 to 15 percent slopes",27306370,"Lumpkin taxadjunct",40,81506133,"A",0,10,13,63.5,36.6,23.5,10,0.85,".43",".10","D",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",727355,"950","Lumpkin taxadjunct-Rock outcrop-Powderhouse , 0 to 15 percent slopes",27306371,"Powderhouse",20,81506961,"A1",5,10,10,66.9,11.8,23.1,45,0.85,".20",".20","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",728322,"674","Chawanakee-Bonneyridge-Rock outcrop , 70 to 110 percent slopes",27306383,"Chawanakee",32,81506344,"A",5,13,4,66.5,12.2,29.5,3,1.55,".28",".17","D",80
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",728322,"674","Chawanakee-Bonneyridge-Rock outcrop , 70 to 110 percent slopes",27306389,"Bonneyridge",30,81506997,"A1",3,8,10,66.9,11.8,23.1,8,1.55,".20",".20","A",80
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749373,"218","Rock outcrop-Lithic Xerorthents-Chawanakee , 12 to 50 percent slopes",27306390,"Lithic Xerorthents",30,81506436,"A",5,10,6,65,12,29,3,1.55,".28",".17","D",42
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749373,"218","Rock outcrop-Lithic Xerorthents-Chawanakee , 12 to 50 percent slopes",27306392,"Chawanakee",25,81507009,"A",5,13,4,66.5,12.2,29.5,3,1.55,".28",".17","D",30
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749380,"356","Coalcanyon-Rock outcrop, cliffs-Talus-Coonhollow , 30 to 200 percent slopes",27306394,"Coonhollow",10,81506380,"A",0,8,16,43.8,12.3,40.2,13,1.5,".24",".15","C",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749380,"356","Coalcanyon-Rock outcrop, cliffs-Talus-Coonhollow , 30 to 200 percent slopes",27306397,"Coalcanyon",45,81506383,"A",0,5,16,43.8,12.3,40.2,13,1.5,".24",".10","C",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749381,"355","Coalcanyon-Talus , 15 to 30 percent slopes",27306402,"Coalcanyon",55,81506371,"A",0,5,16,43.8,12.3,40.2,13,1.5,".24",".10","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749382,"353","Cherokeespring gravelly silt loam, 2 to 15 percent slopes",27306405,"Cherokeespring",80,81506412,"A",0,8,18,27.3,9,54.7,13,1.5,".37",".24","C",12
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749428,"587","Sommeyflat-Mounthope-Hurleton , 30 to 50 percent slopes",27306411,"Mounthope",30,81507156,"A",3,8,20,42.1,12.2,48,3.1,1.5,".32",".32","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749428,"587","Sommeyflat-Mounthope-Hurleton , 30 to 50 percent slopes",27306415,"Sommeyflat",35,81507425,"A",0,5,19,42.7,12.3,38.3,5,1.5,".28",".28","B",35
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749428,"587","Sommeyflat-Mounthope-Hurleton , 30 to 50 percent slopes",27306416,"Hurleton",25,81507436,"A1",0,8,10,66.9,11.8,23.1,5,1.55,".24",".15","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749429,"586","Sommeyflat-Mounthope , 15 to 30 percent slopes",27306417,"Mounthope",40,81507145,"A",3,8,20,42.1,12.2,48,3.1,1.5,".32",".32","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749429,"586","Sommeyflat-Mounthope , 15 to 30 percent slopes",27306418,"Sommeyflat",45,81507419,"A",0,5,19,42.7,12.3,38.3,5,1.5,".28",".28","B",18
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749430,"585","Flanly-Sommeyflat , 2 to 15 percent slopes",27306424,"Sommeyflat",35,81506393,"A",0,5,19,42.7,12.3,38.3,5,1.5,".28",".28","B",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749430,"585","Flanly-Sommeyflat , 2 to 15 percent slopes",27306431,"Flanly",45,81507415,"A",0,5,14,44.8,12.6,41.2,5,1.5,".32",".32","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749431,"584","Flanly-Swedesflat-Rackerby , 15 to 30 percent slopes",27306432,"Rackerby",25,81506389,"A",0,5,15,65.9,10.4,19.1,4,1.55,".28",".10","D",21
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749431,"584","Flanly-Swedesflat-Rackerby , 15 to 30 percent slopes",27306433,"Swedesflat",30,81507432,"A",0,5,14,69.6,17.1,16.4,5,1.55,".28",".15","D",16
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749431,"584","Flanly-Swedesflat-Rackerby , 15 to 30 percent slopes",27306434,"Flanly",35,81507410,"A",0,5,14,44.8,12.6,41.2,5,1.5,".32",".32","B",24
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749432,"734","Haploxerands-Aquic Xerofluvents , 0 to 15 percent slopes",27306440,"Aquic Xerofluvents",35,81506453,"A1",0,8,4,62,37.3,34,12,1.55,".43",".43","B/D",4
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749432,"734","Haploxerands-Aquic Xerofluvents , 0 to 15 percent slopes",27306441,"Haploxerands",55,81506466,"A1",1,5,5,65.6,12.1,29.4,8,0.85,".24",".24","A",15
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749432,"734","Haploxerands-Aquic Xerofluvents , 0 to 15 percent slopes",27306443,"Bonneyridge",2,81506906,"A1",3,8,10,66.9,11.8,23.1,8,NA,".20",".20",NA,NA
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749433,"733","Haploxeralfs, terrace, 0 to 5 percent slopes",27306446,"Haploxeralfs",75,81506438,"A",0,13,22,41.1,11.8,36.9,2,1.5,".32",".17","C",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",749434,"732","Bonepile taxadjunct, 2 to 8 percent slopes",27306452,"Bonepile taxadjunct",90,81506421,"A1",3,10,13,67.4,10.7,19.6,14,1.55,".20",".10","B",2
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767451,"321","Durixeralfs-Typic Petraquepts , 0 to 2 percent slopes",27306456,"Typic Petraquepts",15,81506471,"A",0,8,50,5.3,2.5,44.7,0.8,1.45,".32",".32","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767451,"321","Durixeralfs-Typic Petraquepts , 0 to 2 percent slopes",27306457,"Durixeralfs",20,81506475,"A",0,3,10,68.5,18.5,21.5,0.8,1.55,".43",".24","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767451,"321","Durixeralfs-Typic Petraquepts , 0 to 2 percent slopes",27306458,"Durixeralfs",50,81506478,"A",0,3,15,68.8,16.9,16.2,0.8,1.55,".28",".15","C/D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767474,"347","Haplic Palexeralfs loam, 0 to 5 percent slopes",27306466,"Haplic Palexeralfs",90,81507527,"A",0,8,18,43.2,12.4,38.8,3,1.5,".28",".28","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767477,"377","Flagcanyon taxadjunct-Durixeralfs-Duraquerts , 0 to 5 percent slopes",27306467,"Duraquerts",15,81506503,"A1",0,8,45,26.1,7.8,28.9,1.5,1.35,".15",".10","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767477,"377","Flagcanyon taxadjunct-Durixeralfs-Duraquerts , 0 to 5 percent slopes",27306468,"Flagcanyon taxadjunct",55,81506509,"A",0,8,18,67.7,16.8,14.3,1,1.55,".28",".28","D",2
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767477,"377","Flagcanyon taxadjunct-Durixeralfs-Duraquerts , 0 to 5 percent slopes",27306469,"Durixeralfs",20,81506527,"A",0,3,25,38.5,11.4,36.5,0.8,1.5,".37",".37","D",2
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767478,"376","Flagcanyon-Wickscorner , 2 to 5 percent slopes",27306475,"Wickscorner",35,81506490,"A",0,5,20,42.1,12.2,37.9,2.6,1.5,".28",".28","C",3
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767478,"376","Flagcanyon-Wickscorner , 2 to 5 percent slopes",27306476,"Flagcanyon",50,81506498,"A",0,8,18,43.2,12.4,38.8,5,1.5,".32",".15","C",4
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767479,"375","Wickscorner loam, 2 to 10 percent slopes",27306482,"Wickscorner",80,81506484,"A",0,5,20,42.1,12.2,37.9,2.6,1.5,".28",".28","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767483,"589","Ultic Haploxeralfs, thermic, high terrace, 15 to 30 percent slopes",27306488,"Ultic Haploxeralfs",95,81507444,"A",0,5,17,43.3,12.2,39.7,1.5,1.5,".37",".37","C/D",30
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767484,"588","Ultic Haploxeralfs, thermic, high terrace, 2 to 15 percent slopes",27306489,"Ultic Haploxeralfs",95,81506560,"A",0,5,17,43.3,12.2,39.7,1.5,1.5,".37",".37","C/D",7
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767850,"114yu","Sobrante-Auburn gravelly loams, 8 to 15 percent slopes",27306492,"Sobrante",45,81505123,"A",0,13,17.5,43,12.1,39.5,2,1.45,".37",".17","C",12
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767852,"111yu","Sobrante-Auburn loams, 8 to 15 percent slopes",27306499,"Sobrante",45,81505117,"A",0,13,17.5,43,12.1,39.5,2,1.45,".37",".37","C",12
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767853,"119yu","Auburn-Sobrante-Rock outcrop, 30 to 50 percent slopes",27306507,"Sobrante",25,81505126,"A",0,13,17.5,43,12.1,39.5,2,1.45,".37",".17","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767856,"165yu","Holland-Hoda-Hotaw , 2 to 30 percent slopes",27306520,"Hoda",25,81505142,"A",0,18,12.5,45.7,12.9,41.8,4,1.23,".24",".24","C",16
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",767857,"173yu","Hotaw-Chawanakee-Holland , 8 to 30 percent slopes",27306528,"Chawanakee",20,81505156,"A",5,13,4,66.5,12.2,29.5,3,1.48,".32",".20","D",19
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",804235,"219","Rock outcrop-Lithic Xerorthents-Chawanakee , 50 to 70 percent slopes",27306536,"Lithic Xerorthents",30,81507390,"A",5,10,6,65,12,29,3,1.55,".28",".17","D",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",804235,"219","Rock outcrop-Lithic Xerorthents-Chawanakee , 50 to 70 percent slopes",27306537,"Chawanakee",25,81507013,"A",5,13,4,66.5,12.2,29.5,3,1.55,".28",".17","D",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",804240,"735","Fluvaquents, loamy, 0 to 3 percent slopes",27306538,"Fluvaquents, loamy",80,81506540,"A1",1,6,23,39.5,11.7,37.5,4,1.5,".28",".28","C/D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",804240,"735","Fluvaquents, loamy, 0 to 3 percent slopes",27306540,"Islandbar",3,81506916,"A1",5,13,12,68.3,10.8,19.7,3,NA,".20",".20",NA,NA
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",804242,"911","Endoaquolls, 0 to 8 percent slopes",27306543,"Endoaquolls",75,81506672,"A1",0,8,25,38.5,11.4,36.5,4,1.5,".20",".20","C/D",3
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815427,"188yu","Mariposa taxadjunct gravelly loam, 15 to 30 percent slopes",27306549,"Mariposa taxadjunct",80,81505161,"A",0,10,15,44.3,12.5,40.7,2,1.13,".32",".20","C",23
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815428,"189yu","Mariposa taxadjunct gravelly loam, 30 to 50 percent slopes",27306553,"Mariposa taxadjunct",80,81505164,"A",0,10,15,44.3,12.5,40.7,2,1.13,".32",".20","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815430,"196yu","Mildred cobbly loam, 30 to 50 percent slopes",27306557,"Mildred",80,81505169,"A",0,8,22.5,39.8,11.9,37.7,1.5,1.23,".37",".17","D",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815435,"361","Typic Xerofluvents, sandy-skeletal, 0 to 2 percent slopes",27306567,"Typic Xerofluvents",85,81506800,"A",0,8,5,84,7.5,11,0.3,1.65,".05",".02","A",2
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815436,"360","Typic Xerofluvents complex, 0 to 2 percent slopes",27306571,"Typic Xerofluvents",45,81506792,"A",0,8,8,83,12.1,9,0.3,1.6,".10",".05","A",2
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815436,"360","Typic Xerofluvents complex, 0 to 2 percent slopes",27306575,"Typic Xerofluvents",40,81507507,"A",0,8,5,84,7.5,11,0.3,1.65,".05",".02","A",2
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815439,"963","Surnuf gravelly loam, 30 to 50 percent slopes, high elevation",27306576,"Surnuf",85,81507035,"A",1,15,12,45,12.6,43,4.6,1.5,".28",".15","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815440,"962","Surnuf gravelly loam, 15 to 30 percent slopes, high elevation",27306581,"Surnuf",85,81507026,"A",1,15,12,45,12.6,43,4.6,1.5,".28",".15","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815441,"961","Surnuf gravelly loam, 8 to 15 percent slopes, high elevation",27306590,"Surnuf",85,81507020,"A",1,15,12,45,12.6,43,4.6,1.5,".28",".15","C",11
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",815442,"960","Surnuf gravelly loam, 3 to 8 percent slopes, high elevation",27306591,"Surnuf",85,81506809,"A",1,15,12,45,12.6,43,4.6,1.5,".28",".15","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",824117,"590","Vistarobles-Redding-Argonaut taxadjunct-Haploxererts , 0 to 9 percent slopes",27306602,"Haploxererts",15,81506822,"A",0,5,43,7.7,3.7,49.3,2,1.45,".32",".20","D",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",824117,"590","Vistarobles-Redding-Argonaut taxadjunct-Haploxererts , 0 to 9 percent slopes",27306603,"Vistarobles",30,81506830,"A1",0,13,17,64.4,10.2,18.6,1.5,1.55,".28",".28","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",824117,"590","Vistarobles-Redding-Argonaut taxadjunct-Haploxererts , 0 to 9 percent slopes",27306604,"Argonaut taxadjunct",20,81507405,"A",0,5,18,43.2,12.4,38.8,4,1.5,".32",".32","C",4
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",824117,"590","Vistarobles-Redding-Argonaut taxadjunct-Haploxererts , 0 to 9 percent slopes",27306608,"Redding",25,81507453,"A1",0,10,22,41.1,11.8,36.9,1,1.5,".32",".32","C",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",824118,"687","Xerorthents, shallow-Typic Haploxeralfs complex, 2 to 15 percent slopes",27306609,"Typic Haploxeralfs",40,81506812,"A",0,5,27,37.4,11.1,35.6,4,1.5,".28",".15","C",12
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",824118,"687","Xerorthents, shallow-Typic Haploxeralfs complex, 2 to 15 percent slopes",27306610,"Xerorthents",45,81506818,"A",0,5,31,35.4,10.6,33.6,4,1.45,".24",".15","D",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",843972,"951","Lumpkin taxadjunct-Rock outcrop-Powderhouse , 15 to 30 percent slopes",27306615,"Lumpkin taxadjunct",40,81507044,"A",0,10,13,63.5,36.6,23.5,10,0.85,".43",".10","D",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",843972,"951","Lumpkin taxadjunct-Rock outcrop-Powderhouse , 15 to 30 percent slopes",27306617,"Powderhouse",20,81507051,"A1",5,10,10,66.9,11.8,23.1,45,0.85,".20",".20","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",886404,"118co","Clear Lake clay, drained, 0 to 1 percent slopes, frequently flooded, MLRA 17",27306622,"Clear Lake",90,81507782,"Ap1",0,9,59.3,0.9,0.5,39.8,3.99,1.18,".20",".20","C/D",0.5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",886404,"118co","Clear Lake clay, drained, 0 to 1 percent slopes, frequently flooded, MLRA 17",27306623,"Willows",6,81507789,"Ap1",0,12,51.5,2.9,1.9,45.6,2.8,1.45,".28",".28","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",886404,"118co","Clear Lake clay, drained, 0 to 1 percent slopes, frequently flooded, MLRA 17",27306625,"Clear Lake",2,81507798,"Ap1",0,9,59.3,0.9,0.5,39.8,3.99,1,".20",".20","C",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",886411,"163yu","Holillipah loamy sand, 0 to 1 percent slopes, frequently flooded",27306636,"Holillipah",85,81505138,"Ap",0,15,5,78.5,15.2,16.5,1.5,1.65,".20",".20","A",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",886414,"161","Gianella fine sandy loam, 0 to 1 percent slopes, rarely flooded",27306643,"Gianella",90,81506849,"Ap",0,8,13,70.5,17.3,16.5,4,1.55,".20",".20","A",0.5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406566,"176yu","Jocal loam, 8 to 15 percent slopes",27306647,"Jocal",80,81505160,"A-Bt1",0,20,21,41.6,12,37.4,3.5,1.25,".24",".24","B",12
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406568,"227yu","Sites gravelly loam, bedrock substratum, 15 to 30 percent slopes",27306651,"Sites",80,81505178,"A",0,13,21,41.6,12,37.4,6,1,".28",".15","C",23
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406569,"226yu","Sites gravelly loam, bedrock substratum, 8 to 15 percent slopes",27306657,"Sites",80,81505174,"A",0,13,21,41.6,12,37.4,6,1,".28",".15","C",12
